title,description,rating,positive_ratio,user_reviews,price_final,tags,title-1,Indie,Singleplayer,Action,Adventure,Casual,2D,Simulation,Strategy,Atmospheric,RPG,Puzzle,Story Rich,Multiplayer,3D,Pixel Graphics,Exploration,Colorful,Cute,First-Person,Early Access,Fantasy,Funny,Free to Play,Horror,Anime,Arcade,Shooter,Retro,Female Protagonist,Family Friendly
C14 Dating,"C-14 Dating is an otome dating sim that combines archaeology, friendships and love.",Positive,89,49,19.99,"['Indie', 'Otome', 'Casual', 'Dating Sim', 'Female Protagonist', 'Visual Novel', 'Anime', 'Minigames', 'Singleplayer', 'Choose Your Own Adventure', 'Comedy', 'Choices Matter', 'Romance', 'Puzzle', 'Adventure', 'Interactive Fiction', 'Cute', 'Multiple Endings', 'Beautiful', 'Nudity']",5056,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Kodon,Kodon is a 3D sculpting software for VR and Desktop with an intuitive interface that allows even inexperienced users to create 3D models in a 3D space.,Mostly Positive,70,245,59.99,"['Simulation', 'Animation & Modeling', 'Design & Illustration', 'VR', 'Early Access', 'Game Development', 'Education', '3D', 'Software', 'Singleplayer', 'Voxel', 'Building', 'Physics', 'Family Friendly', 'Hand-drawn', '3D Vision']",17717,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Thrill of the Fight - VR Boxing,"The Thrill of the Fight is a room-scale only VR boxing game focused on authenticity. Face off in the virtual ring where you'll jab, dodge, and sweat your way to the top of the boxing world. Grab your gloves, step through the ropes, and become a champion.",Overwhelmingly Positive,95,3278,9.99,"['Sports', 'Action', 'VR', '3D Fighter', 'Boxing', 'Fighting', 'Singleplayer']",34017,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colony Siege,"Colony Siege combines the best of RTS and tower defense, including base building, mazing, and unit physics. Defend Earth's remaining colonies using an arsenal of deadly weapons to torch, slice, throw, and impale swarms of alien invaders.",Very Positive,90,155,6.99,"['Strategy', 'Simulation', 'Tower Defense', 'Sci-fi', 'Co-op', 'RTS', 'Online Co-Op', 'Co-op Campaign', 'Base Building', 'Multiplayer', 'Real-Time', 'Survival', 'Indie']",6575,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini Ninjas,Mini Ninjas is a game that combines furious action with stealth and exploration for an experience that appeals to a wide audience across age groups and preferences. It’s an action-adventure with a strong focus on allowing the player freedom to explore the world and has the depth to allow for very varied gameplay and approaches to getting...,Very Positive,90,2895,9.99,"['Adventure', 'Action', 'Ninja', 'Stealth', 'Cute', 'Singleplayer', '3D Platformer', 'Family Friendly', 'Third Person', 'Platformer', 'Open World', 'Controller', 'Funny', 'Great Soundtrack', 'Multiplayer', 'Hack and Slash', 'Anime', 'Casual', 'Beautiful', 'Souls-like']",20601,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Time Gentlemen Please! and Ben There Dan That! Special Edition  Double Pack,"Ben There, Dan That! and Time Gentlemen, Please! are a couple of rip-roaring point-and-click adventure games . With tongue firmly in cheek, sit back, relax, and put your mind to work solving puzzles, and reading some very funny dialogue. It's like a book, only good!",Very Positive,86,445,4.99,"['Point & Click', 'Adventure', 'Indie', 'Comedy', '2D', 'Singleplayer', 'Funny', 'Time Travel', 'Retro', ""1990's"", 'Cult Classic', 'Classic', 'Puzzle', 'Hand-drawn']",34523,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ArcaniA,"War covers the southern islands until it finally reaches the idyllic isle of Feshyr. You take on the role as the new nameless hero after your village has been pillaged and destroyed by paladins of the king. Seeking revenge, you soon realize that this cowardly attack did not just happen on a reckless mercenary`s whim.",Mixed,56,1720,19.99,"['RPG', 'Open World', 'Fantasy', 'Singleplayer', 'Third Person', 'Adventure', 'Action RPG', 'Action', 'Gothic', 'Medieval', 'Magic', 'Casual', 'Hack and Slash', 'Great Soundtrack']",2241,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Archon Classic,"Inspired by chess, but adding combat that YOU control, Archon was the original Battle Chess. You must try to outmaneuver your opponent using teams of fantasy creatures or monsters in this epic struggle of Light and Dark.",Very Positive,88,124,9.99,"['Strategy', 'Indie', 'Remake', 'Retro', '4 Player Local', 'Classic', 'Board Game', 'Local Multiplayer', 'Chess']",2269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,"After “KOF '98”, often praised by the fans as the best installment in the “KOF” series, and “KOF ’98 UM” 10 years later, “KOF ’98” returns now on the Steam PC gaming platform in an ultimate and final version with THE KING OF FIGHTERS ’98 ULTIMATE MATCH FINAL EDITION",Very Positive,89,1901,14.99,"['Fighting', 'Arcade', '2D Fighter', 'Action', 'Classic', 'Multiplayer', '2D', 'Retro', 'Anime', 'Pixel Graphics', 'Local Multiplayer', 'Great Soundtrack', 'Competitive']",31726,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Drox Operative,"Drox Operative is a starship action RPG with warring alien races, fierce space battles, a dynamic, evolving galaxy, and co-op multiplayer for Windows and Mac.Eons ago the Drox ruled the galaxy through their mighty Operatives. These elite starship captains were trained to accomplish the impossible at whatever cost necessary.",Very Positive,88,263,19.99,"['Space', 'Indie', 'Action', 'RPG', 'Action RPG', 'Sci-fi', 'Co-op', 'Procedural Generation', 'Singleplayer', 'Loot', 'Multiplayer', '4X']",9869,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pool Nation FX Lite,"Pool Nation FX, is a seriously fun Pool & Snooker Sim! A visually stunning billiards simulation with the critically acclaimed POOL NATION physics engine. Play 8 Ball, 9 Ball, Snooker, Killer & more, unlimited Career modes with customised difficulty levels, Trickshots, Local and Online Multiplayer, spectate live matches and feel...",Mostly Positive,70,1757,9.99,"['Free to Play', 'Sports', 'Pool', 'Multiplayer', 'Simulation', 'Casual', 'Strategy', 'Indie', 'Singleplayer', 'Local Multiplayer', 'Relaxing', 'Massively Multiplayer', 'Physics', 'Snooker', 'Addictive', 'Team-Based', 'Online Co-Op', 'VR']",24680,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Windward,Windward is an action-filled multiplayer sandbox game that puts you in control of a ship sailing the high seas of a large procedurally-generated world.,Very Positive,80,2534,9.99,"['Naval Combat', 'Pirates', 'Naval', 'Sandbox', 'Adventure', 'Indie', 'Multiplayer', 'RPG', 'Trading', 'Open World', 'Action', 'Singleplayer', 'Strategy', 'Co-op', 'Procedural Generation', 'Sailing', 'Exploration', 'Economy', 'Choose Your Own Adventure', 'MMORPG']",37547,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pixel Puzzles 2: Space,"Pixel Puzzles 2: Space is a traditional style jigsaw puzzle game in a universal style, each piece uniquely shaped like no physical puzzle could be.",Very Positive,93,58,4.99,"['Casual', 'Indie', 'Simulation', 'Puzzle', 'Strategy', 'Space']",24335,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phantasmat: The Dread of Oakville Collector's Edition,It's the end of the world... at least in Oakville.,Positive,91,12,9.99,"['Adventure', 'Casual', 'Hidden Object']",24077,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DARQ: Complete Edition,"DARQ tells the story of Lloyd, a boy who finds himself in the middle of a lucid nightmare. Unable to wake up, Lloyd has to face his fears and decipher the meaning of the dream.",Very Positive,93,3122,19.99,"['Horror', 'Dark', 'Adventure', 'Singleplayer', 'Puzzle', 'Atmospheric', 'Psychological Horror', 'Puzzle Platformer', 'Side Scroller', '2.5D', 'Stealth', 'Third Person', 'Survival Horror', 'Surreal', 'Action-Adventure', 'Psychedelic', 'Mystery', 'Steampunk', 'Physics', 'Thriller']",7661,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Enigmatis: The Ghosts of Maple Creek,Let one of the most thrilling adventures of your life begin!,Very Positive,84,1002,9.99,"['Hidden Object', 'Adventure', 'Casual', 'Point & Click', 'Female Protagonist', 'Horror', 'Puzzle', 'Mystery', 'Detective', 'Story Rich', 'Singleplayer', 'Fantasy', 'Family Friendly', 'Atmospheric', '2D', 'Indie', 'Great Soundtrack', 'Cartoony']",10766,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
Darkness Within 1: In Pursuit of Loath Nolder,"Explore disturbing corners of the human psyche. Delve into a dimension of nightmares, the occult and a tense psychological world created in classic Lovecraftian style. As police detective Howard E. Loreid, you are tasked to solve the murder of Clark Field, a wealthy man involved in the occult.",Mostly Positive,74,450,7.99,"['Adventure', 'Horror', 'Lovecraftian', 'Point & Click', 'Indie', 'Psychological Horror', 'Puzzle', 'Atmospheric', 'Detective', 'First-Person', 'Great Soundtrack']",8102,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Tex Murphy: Under a Killing Moon,"Enter the virtual world of Under A Killing Moon, where it is December 2042, and you, as Tex Murphy, must stop the forces of evil before they destroy mankind and rob you of your next unemployment check. This thrilling and hilarious adventure is unlike anything you've seen before.",Very Positive,96,93,9.99,"['Adventure', 'FMV', 'Noir', 'Detective', 'Point & Click', 'Comedy', 'Cult Classic', 'Classic', 'Sci-fi', 'Cyberpunk', 'Mystery', ""1990's"", 'Dystopian', 'Exploration', 'Post-apocalyptic', 'First-Person', 'Puzzle', 'Atmospheric', 'Funny']",32300,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Buzz Aldrin's Space Program Manager,Space Program Manager (SPM) is the ultimate game of space exploration. It is the mid 1950s and the race for dominance between the US and the Soviet Union is about to move into a new dimension: space.,Mostly Positive,75,381,29.99,"['Simulation', 'Strategy', 'Space', 'Management', 'Cold War', 'Multiplayer', 'Singleplayer', 'Historical', 'Turn-Based', 'Turn-Based Strategy', 'Replay Value', 'Strategy RPG']",5037,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatty Bear's Birthday Surprise,Help Fatty Bear and His Friends Cook Up A Birthday You'll Never Forget!,Very Positive,91,85,6.99,"['Casual', 'Adventure', 'Point & Click', 'Family Friendly', 'Story Rich', 'Great Soundtrack', 'Singleplayer', ""1990's"", '2D', 'Pixel Graphics']",11829,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dead Secret,Dead Secret is a first-person horror mystery set in rural Kansas in 1965. A reclusive professor is dead and it’s up to you to crack the case before you become the next victim. Investigate the murder and explore the story Time Magazine called “captivating” and “deeply creepy” .,Very Positive,80,442,14.99,"['Adventure', 'Indie', 'Psychological Horror', 'Story Rich', 'Horror', 'Mystery', 'VR', 'Point & Click', 'Dark', 'First-Person', 'Atmospheric', 'Puzzle', 'Exploration', 'Singleplayer', 'Female Protagonist']",8280,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Sepia Tears,"A visual novel about a memory that a boy named Mark tries very hard to forget, and a girl named Myra who unearths it.",Very Positive,88,886,0,"['Visual Novel', 'Romance', 'Emotional', 'Anime', 'Snow', 'Dating Sim', 'Memes', 'Cute', 'Story Rich', 'Text-Based', 'Funny', 'Hand-drawn', 'Narration', 'Comedy', 'Modern', 'Mystery', 'Atmospheric', 'Drama', 'Supernatural', 'Simulation']",28426,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
We Know the Devil,"WE KNOW THE DEVIL is a visual novel about teens reluctantly fighting the devil at summer camp. Follow meangirl Neptune, tomboy Jupiter, and shy shy Venus as they get to know each other--but one always gets left out.",Very Positive,93,689,6.66,"['Indie', 'Visual Novel', 'LGBTQ+', 'Female Protagonist', 'Casual', 'Great Soundtrack', 'Adventure', 'Horror', 'Atmospheric', 'Psychological Horror', 'Multiple Endings', 'Story Rich', 'Choices Matter', 'Singleplayer', 'Replay Value', 'Dark']",37192,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Ace of Seafood,"In the seas of the distant future, humans have all but disappeared. In your current, newly-awakened state, you are no more than a piece of seafood. However, you have been blessed with the talent for leading your allies into battle. Do whatever it takes to become the Ace of Seafood.",Very Positive,90,434,11.99,"['Underwater', 'Memes', 'Spectacle fighter', 'Funny', 'Comedy', 'Third-Person Shooter', 'Naval Combat', 'Open World', 'Exploration', 'Fishing', 'Shooter', 'Third Person', '3D', 'Realistic', 'Controller', 'Action', 'Sci-fi', 'Fantasy', 'Survival', 'Atmospheric']",1035,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
de Blob 2,"In de Blob 2 Comrade Black and the Inkies are back with a whole new plot to rid the world of color. Set off on an action-packed color adventure where custom paints, patterns and music bring the world to life. De Blob 2 is a creative evolution driven by your imagination.",Very Positive,93,104,19.99,"['Action', 'Adventure', 'Indie', '3D Platformer', 'Platformer', 'Great Soundtrack', 'Funny']",38704,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mooseman,You are the Mooseman and you have the ability to see all that is hidden to the mortal eye. You are about to visit three layers of this universe - the first one is the Lower World where dead reside…,Very Positive,90,829,6.99,"['Adventure', 'Indie', 'Mythology', 'Atmospheric', 'Great Soundtrack', '2D', 'Story Rich', 'Singleplayer', 'Puzzle', 'Short', 'Casual']",33523,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dear Esther: Landmark Edition,"Dear Esther immerses you in a stunningly realised world, a remote and desolate island somewhere in the outer Hebrides. As you step forwards, a voice begins to read fragments of a letter: 'Dear Esther...' - and so begins a journey through one of the most original first-person games of recent years.",Mostly Positive,78,1591,9.99,"['Walking Simulator', 'Atmospheric', 'Indie', 'First-Person', 'Exploration', 'Singleplayer', 'Adventure', 'Casual', 'Great Soundtrack', 'Narration', 'Mystery', 'Short', 'Story Rich', 'Horror', 'Relaxing', 'Multiplayer']",8362,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Demon Hunter 3: Revelation,Face your own supernatural past!,Very Positive,88,148,9.99,"['Casual', 'Adventure', 'Hidden Object', 'Point & Click', 'Female Protagonist', 'Horror', 'Mystery', 'Fantasy', 'Puzzle', 'Singleplayer', 'Story Rich', 'Atmospheric', '2D', 'Indie', 'Demons', 'Family Friendly', 'Great Soundtrack']",8663,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
Please Don't Touch Anything 3D,"Now with Vive Support! A cryptic, brain-racking, button-pushing non-linear puzzle game.",Very Positive,85,828,9.99,"['Indie', 'Casual', 'Adventure', 'Puzzle', 'VR', 'Horror', 'Multiple Endings', 'Singleplayer', 'Psychological Horror', 'Funny']",24513,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Vigilantes,"Vigilantes is a combat focused, turn-based tactical RPG set in the crime riddled city of Reiker. The game offers hardcore squad-level combat in a gritty neo-noir setting, intel gathering through surveillance and interrogation, a detailed character system, base facilities, crafting, and more.",Very Positive,80,252,14.99,"['Strategy', 'RPG', 'Violent', 'Indie', 'Turn-Based Tactics', 'Tactical RPG', 'Turn-Based Combat', 'Turn-Based', 'Turn-Based Strategy', 'Strategy RPG', 'Crime']",36474,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Dark Witch 2 （魔神少女エピソード２）,"Created by indie games company INSIDE SYSTEM in 2014, The Legend of Dark Witch 2 is a 2D action story sequel to ""The Legend of Dark Witch"". True to its predecessor, Legend of the Dark Witch 2 retains its simple controls and enough challenges to satisfy the completist.",Very Positive,90,51,9.99,"['Indie', 'Action', 'Adventure', 'Casual', 'Anime', '2D', 'Pixel Graphics', 'Female Protagonist', 'Platformer']",33332,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Rytmik Studio,"Rytmik Studio is a music creation software based around a beautifully simple, yet wonderfully powerful concept. It’s flexible, instant and fun. Create a basic melody in a few steps, compose a great song in a few minutes, and show your musical flare with a whole range of instruments and effects.",Very Positive,87,237,29.99,"['Utilities', 'Audio Production', 'Early Access', 'Music', 'Game Development', 'Indie', 'Software']",27407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Coloring Book: Transport,This is a game which will help you spend your time in the best way possible! Be creative and make masterpieces using this wonderful game we have prepared for you.,Positive,94,36,0.99,"['Indie', 'Casual', 'Family Friendly']",21372,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bean Battles,"A unique take on the popular genre of battle royales. Multiple fast pace rounds that rewards kills just as much as being the last alive. Team up, take revenge, and be the last bean standing.",Very Positive,94,5671,0.49,"['Action', 'Indie', 'Violent', 'Multiplayer', 'Battle Royale', 'Shooter', 'Great Soundtrack', 'Memes', 'Dating Sim', 'NSFW', 'Story Rich', 'Horror', 'God Game', 'Epic', 'Family Friendly', 'Funny', 'Difficult', 'FPS', 'Atmospheric', 'Walking Simulator']",3583,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
Forest Legends: The Call of Love Collector's Edition,The Call of Love echoes through an enchanted forest. Will you answer?,Positive,85,34,9.99,"['Adventure', 'Indie', 'Casual', 'Hidden Object', 'Singleplayer', 'Addictive', 'Point & Click']",12470,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Realm: Online,"Magic Realm: Online is a co-op multiplayer objective defense game developed exclusively for VR, featuring unique playable characters and beautiful maps. Play on your own or online with up to 4 people and defend the Source Crystal from power-hungry invaders of another world!",Mostly Positive,78,37,3.89,"['Action', 'Indie', 'VR']",19585,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Wizard,"It’s a regular Tuesday evening when you are pulled from the Earth and sent to a place where magic still exists. You are given a wizard's tower filled with arcane knowledge that you are expected to learn. Thrust into a war between two nations, it's up to you to save the kingdom where you now live.",Positive,80,20,2.99,"['Adventure', 'Indie', 'RPG', 'Choose Your Own Adventure', 'Text-Based']",33316,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure Time: Magic Man's Head Games,"Experience Adventure Time like never before in this amazing new VR game, Magic Man’s Head Games.",Mostly Positive,74,199,4.99,"['Adventure', 'Action', 'VR', '3D Platformer', 'Short', 'Singleplayer', 'Cartoony', 'Funny', 'Colorful', 'Platformer', 'Third Person']",1155,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
